"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"283","Noah Hanifin","VGK","D","21","484.05","470","423","52.63","342","304","52.94","228","188","54.81","14","20","41.18","21.37","19.22","52.64","207","200","50.86","94","77","54.97","7","11","38.89","113","123","47.88","3","4","42.86","303","250","54.79","4","5","44.44","6.14","89.36","0.955","73","96","66","356","52.52","160","133","117","57.76"
"706","Jack Devine","FLA","R","6","50.633333333333","50","45","52.63","36","32","52.94","21","20","51.22","0","3","0.00","1.9","1.73","52.39","14","17","45.16","7","10","41.18","0","2","0.00","7","7","50.00","0","0","-","33","25","56.90","0","1","0.00","0.00","85.00","0.850","14","19","2","40","87.50","19","20","4","82.61"
"452","Charle-Edouard D'Astous","T.B","D","26","495.75","462","416","52.62","340","313","52.07","226","200","53.05","24","30","44.44","28.02","26.15","51.73","252","192","56.76","120","92","56.60","12","13","48.00","132","100","56.90","9","8","52.94","245","241","50.41","3","7","30.00","10.62","85.00","0.956","75","112","51","379","59.52","148","157","113","56.70"
"264","Michael Amadio","OTT","R","32","499.71666666667","452","408","52.56","336","274","55.08","224","190","54.11","21","24","46.67","23.24","18.05","56.28","216","188","53.47","105","74","58.66","16","12","57.14","111","114","49.33","2","9","18.18","235","254","48.06","2","3","40.00","9.38","87.37","0.967","63","145","103","414","37.95","93","189","192","32.63"
"602","Dawson Mercer","N.J","C","33","622.81666666667","667","602","52.56","474","416","53.26","307","276","52.66","39","28","58.21","34.9","29.4","54.28","327","300","52.15","138","108","56.10","19","12","61.29","189","192","49.61","13","7","65.00","393","345","53.25","4","6","40.00","12.70","89.86","1.026","122","112","87","416","58.37","220","164","172","56.12"
"722","Rutger McGroarty","PIT","R","8","98.25","103","93","52.55","76","68","52.78","48","42","53.33","3","5","37.50","5.33","5.24","50.46","48","59","44.86","18","27","40.00","1","3","25.00","30","32","48.39","1","1","50.00","59","43","57.84","1","1","50.00","6.25","88.10","0.943","11","24","8","85","57.89","26","30","18","59.09"
"225","Anthony Mantha","PIT","R","32","493.46666666667","524","474","52.51","380","341","52.70","266","215","55.30","37","17","68.52","32.7","23.51","58.18","285","237","54.60","126","104","54.78","19","7","73.08","159","133","54.45","9","8","52.94","293","236","55.39","8","2","80.00","13.91","92.09","1.060","91","81","11","399","89.22","177","115","58","75.32"
"698","Tristen Nielsen","COL","C","4","25.216666666667","21","19","52.50","15","11","57.69","8","5","61.54","1","0","100.00","0.52","0.4","56.49","9","9","50.00","2","3","40.00","1","0","100.00","7","6","53.85","0","0","-","12","9","57.14","0","0","-","12.50","100.00","1.125","3","5","2","28","60.00","6","5","5","54.55"
"708","Conor Geekie","T.B","C","6","60.15","53","48","52.48","37","36","50.68","21","21","50.00","2","2","50.00","1.58","2.03","43.74","18","16","52.94","7","8","46.67","0","1","0.00","11","8","57.89","0","1","0.00","40","37","51.95","2","0","100.00","9.52","90.48","1.000","17","13","11","47","60.71","26","14","17","60.47"
"745","Adam Klapka","CGY","R","33","324.33333333333","331","300","52.46","221","193","53.38","140","121","53.64","8","13","38.10","13.01","14.63","47.06","136","132","50.75","56","55","50.45","3","8","27.27","80","77","50.96","3","2","60.00","187","173","51.94","2","1","66.67","5.71","89.26","0.950","31","59","37","327","45.59","68","84","77","46.90"
"736","Jimmy Snuggerud","STL","R","26","401.66666666667","401","364","52.42","289","262","52.45","181","170","51.57","18","12","60.00","23.28","17.27","57.40","205","177","53.66","89","74","54.60","6","7","46.15","116","103","52.97","5","3","62.50","231","209","52.50","7","2","77.78","9.94","92.94","1.029","88","82","48","296","64.71","129","109","97","57.08"
"657","Luke Hughes","N.J","D","33","769.18333333333","818","743","52.40","558","545","50.59","376","366","50.67","38","41","48.10","40.57","43.24","48.41","394","381","50.84","172","176","49.43","21","24","46.67","222","205","51.99","12","9","57.14","513","429","54.46","4","7","36.36","10.11","88.80","0.989","123","135","135","470","47.67","302","216","252","54.51"
"689","Jacob Melanson","SEA","R","2","11.966666666667","11","10","52.38","9","7","56.25","4","4","50.00","0","1","0.00","0.61","0.15","80.41","7","2","77.78","4","0","100.00","0","0","-","3","2","60.00","0","1","0.00","3","6","33.33","0","0","-","0.00","75.00","0.750","0","2","0","16","-","0","2","1","0.00"
"717","Jiri Kulich","BUF","C","12","196.36666666667","220","200","52.38","148","139","51.57","99","95","51.03","7","11","38.89","9.87","10.07","49.50","96","95","50.26","32","42","43.24","4","9","30.77","64","53","54.70","3","1","75.00","139","110","55.82","0","1","0.00","7.07","88.42","0.955","47","40","37","148","55.95","82","50","56","59.42"
"267","Sam Lafferty","CHI","C","13","114.46666666667","89","81","52.35","58","58","50.00","39","40","49.37","4","4","50.00","2.48","3.58","40.87","33","35","48.53","12","16","42.86","3","3","50.00","21","19","52.50","1","1","50.00","58","55","51.33","0","0","-","10.26","90.00","1.003","14","24","12","116","53.85","26","33","29","47.27"
"412","Casey Mittelstadt","BOS","C","24","358.5","359","327","52.33","268","234","53.39","161","159","50.31","21","18","53.85","16.61","17.04","49.35","164","160","50.62","48","66","42.11","9","10","47.37","116","94","55.24","10","4","71.43","229","178","56.27","2","2","50.00","13.04","88.68","1.017","57","61","56","271","50.44","109","87","110","49.77"
"81","Cam Fowler","STL","D","34","749.61666666667","768","701","52.28","540","512","51.33","362","344","51.27","39","45","46.43","39.61","38.7","50.58","364","325","52.83","160","143","52.81","20","20","50.00","204","182","52.85","8","12","40.00","479","413","53.70","8","11","42.11","10.77","86.92","0.977","131","133","98","552","57.21","277","200","188","59.57"
"499","Jonatan Berggren","DET","R","15","179.75","185","169","52.26","121","126","48.99","78","81","49.06","7","8","46.67","8.16","9.21","46.97","79","88","47.31","32","35","47.76","3","4","42.86","47","53","47.00","2","4","33.33","114","97","54.03","2","0","100.00","8.97","90.12","0.991","29","40","35","140","45.31","57","54","65","46.72"
"812","Ivan Demidov","MTL","R","33","489.96666666667","439","401","52.26","319","284","52.90","199","191","51.03","38","27","58.46","25.03","21.74","53.52","238","171","58.19","96","78","55.17","19","12","61.29","142","93","60.43","11","8","57.89","260","229","53.17","8","6","57.14","19.10","85.86","1.050","113","81","34","352","76.87","199","129","85","70.07"
"471","Michael Callahan","BOS","D","5","64.95","58","53","52.25","47","33","58.75","36","23","61.02","3","5","37.50","3.05","3.23","48.54","25","31","44.64","11","15","42.31","2","3","40.00","14","16","46.67","1","2","33.33","33","28","54.10","0","0","-","8.33","78.26","0.866","3","15","11","64","21.43","16","24","17","48.48"
"391","Michael Eyssimont","BOS","C","32","381.18333333333","413","378","52.21","299","274","52.18","194","170","53.30","16","18","47.06","18.3","17.87","50.61","168","166","50.30","71","67","51.45","9","6","60.00","97","99","49.49","3","5","37.50","240","234","50.63","4","6","40.00","8.25","89.41","0.977","55","84","63","311","46.61","86","122","121","41.55"
"343","Jalen Chatfield","CAR","D","25","489.21666666667","528","484","52.17","364","368","49.73","219","233","48.45","26","23","53.06","21.58","30.81","41.19","231","266","46.48","88","132","40.00","7","10","41.18","143","134","51.62","15","11","57.69","321","249","56.32","4","2","66.67","11.87","90.13","1.020","75","100","71","398","51.37","186","172","153","54.87"
"132","Vladislav Namestnikov","WPG","C","32","476.76666666667","470","431","52.16","339","304","52.72","218","201","52.03","15","21","41.67","26.61","21.24","55.61","210","202","50.97","108","83","56.54","11","12","47.83","102","119","46.15","1","6","14.29","301","246","55.03","2","3","40.00","6.88","89.55","0.964","100","117","56","353","64.10","156","150","104","60.00"
"214","Sean Monahan","CBJ","C","33","610.83333333333","684","628","52.13","504","490","50.70","356","334","51.59","38","42","47.50","38.93","41.27","48.54","337","313","51.85","132","160","45.21","23","21","52.27","205","153","57.26","10","8","55.56","425","403","51.33","5","10","33.33","10.67","87.43","0.981","147","120","142","342","50.87","262","183","269","49.34"
"588","Marco Rossi","MIN, VAN","C","19","344.95","353","325","52.06","257","246","51.09","164","167","49.55","21","25","45.65","18.37","20.27","47.54","178","162","52.35","79","56","58.52","11","10","52.38","99","106","48.29","7","9","43.75","199","177","52.93","3","3","50.00","12.80","85.03","0.978","64","58","38","232","62.75","113","86","91","55.39"
"325","Anthony Cirelli","T.B","C","29","528.86666666667","584","538","52.05","428","407","51.26","277","289","48.94","35","25","58.33","42.05","37.95","52.56","315","269","53.94","137","122","52.90","17","14","54.84","178","147","54.77","11","8","57.89","319","344","48.11","7","0","100.00","12.64","91.35","1.040","105","95","125","353","45.65","177","129","230","43.49"
